Water	Slowbro	080	Seafoam I	landmark	Zubat	041	Flying
Water	Slowbro	080	Seafoam I	landmark	Golbat	042	Poison
Water	Slowbro	080	Seafoam I	landmark	Golbat	042	Flying
Water	Slowbro	080	Seafoam I	landmark	Psyduck	054	Water
Water	Slowbro	080	Seafoam I	landmark	Golduck	055	Water
Water	Slowbro	080	Seafoam I	landmark	Poliwag	060	Water
Water	Slowbro	080	Seafoam I	landmark	Slowpoke	079	Water
Water	Slowbro	080	Seafoam I	landmark	Slowpoke	079	Psychic
Water	Slowbro	080	Seafoam I	landmark	Seel	086	Water
Water	Slowbro	080	Seafoam I	landmark	Dewgong	087	Water
Water	Slowbro	080	Seafoam I	landmark	Dewgong	087	Ice
Water	Slowbro	080	Seafoam I	landmark	Shellder	090	Water
Water	Slowbro	080	Seafoam I	landmark	Krabby	098	Water
Water	Slowbro	080	Seafoam I	landmark	Kingler	099	Water
Water	Slowbro	080	Seafoam I	landmark	Horsea	116	Water
Water	Slowbro	080	Seafoam I	landmark	Seadra	117	Water
Water	Slowbro	080	Seafoam I	landmark	Goldeen	118	Water
Water	Slowbro	080	Seafoam I	landmark	Staryu	120	Water
Water	Slowbro	080	Seafoam I	landmark	Magikarp	129	Water
Water	Slowbro	080	Seafoam I	landmark	Articuno	144	Ice
Water	Slowbro	080	Seafoam I	landmark	Articuno	144	Flying
Water	Seel	086	Seafoam I	landmark	Zubat	041	Poison
Water	Seel	086	Seafoam I	landmark	Zubat	041	Flying
Water	Seel	086	Seafoam I	landmark	Golbat	042	Poison
Water	Seel	086	Seafoam I	landmark	Golbat	042	Flying
Water	Seel	086	Seafoam I	landmark	Psyduck	054	Water
Water	Seel	086	Seafoam I	landmark	Golduck	055	Water
Water	Seel	086	Seafoam I	landmark	Poliwag	060	Water
Water	Seel	086	Seafoam I	landmark	Slowpoke	079	Water
Water	Seel	086	Seafoam I	landmark	Slowpoke	079	Psychic
Water	Seel	086	Seafoam I	landmark	Slowbro	080	Water
Water	Seel	086	Seafoam I	landmark	Slowbro	080	Psychic
Water	Seel	086	Seafoam I	landmark	Dewgong	087	Water
Water	Seel	086	Seafoam I	landmark	Dewgong	087	Ice
Water	Seel	086	Seafoam I	landmark	Shellder	090	Water
Water	Seel	086	Seafoam I	landmark	Krabby	098	Water
Water	Seel	086	Seafoam I	landmark	Kingler	099	Water
Water	Seel	086	Seafoam I	landmark	Horsea	116	Water
Water	Seel	086	Seafoam I	landmark	Seadra	117	Water
Water	Seel	086	Seafoam I	landmark	Goldeen	118	Water
Water	Seel	086	Seafoam I	landmark	Staryu	120	Water
Water	Seel	086	Seafoam I	landmark	Magikarp	129	Water
Water	Seel	086	Seafoam I	landmark	Articuno	144	Ice
Water	Seel	086	Seafoam I	landmark	Articuno	144	Flying
Water	Dewgong	087	Seafoam I	landmark	Zubat	041	Poison
Water	Dewgong	087	Seafoam I	landmark	Zubat	041	Flying
Water	Dewgong	087	Seafoam I	landmark	Golbat	042	Poison
Water	Dewgong	087	Seafoam I	landmark	Golbat	042	Flying
Water	Dewgong	087	Seafoam I	landmark	Psyduck	054	Water
Water	Dewgong	087	Seafoam I	landmark	Golduck	055	Water
Water	Dewgong	087	Seafoam I	landmark	Poliwag	060	Water
Water	Dewgong	087	Seafoam I	landmark	Slowpoke	079	Water
Water	Dewgong	087	Seafoam I	landmark	Slowpoke	079	Psychic
Water	Dewgong	087	Seafoam I	landmark	Slowbro	080	Water
Water	Dewgong	087	Seafoam I	landmark	Slowbro	080	Psychic
Water	Dewgong	087	Seafoam I	landmark	Seel	086	Water
Water	Dewgong	087	Seafoam I	landmark	Shellder	090	Water
Water	Dewgong	087	Seafoam I	landmark	Krabby	098	Water
Water	Dewgong	087	Seafoam I	landmark	Kingler	099	Water
Water	Dewgong	087	Seafoam I	landmark	Horsea	116	Water
Water	Dewgong	087	Seafoam I	landmark	Seadra	117	Water
Water	Dewgong	087	Seafoam I	landmark	Goldeen	118	Water
Water	Dewgong	087	Seafoam I	landmark	Staryu	120	Water
Water	Dewgong	087	Seafoam I	landmark	Magikarp	129	Water
Water	Dewgong	087	Seafoam I	landmark	Articuno	144	Ice
Water	Dewgong	087	Seafoam I	landmark	Articuno	144	Flying
Water	Shellder	090	Seafoam I	landmark	Zubat	041	Poison
Water	Shellder	090	Seafoam I	landmark	Zubat	041	Flying
Water	Shellder	090	Seafoam I	landmark	Golbat	042	Poison
Water	Shellder	090	Seafoam I	landmark	Golbat	042	Flying
Water	Shellder	090	Seafoam I	landmark	Psyduck	054	Water
Water	Shellder	090	Seafoam I	landmark	Golduck	055	Water
Water	Shellder	090	Seafoam I	landmark	Poliwag	060	Water
Water	Shellder	090	Seafoam I	landmark	Slowpoke	079	Water
Water	Shellder	090	Seafoam I	landmark	Slowpoke	079	Psychic
Water	Shellder	090	Seafoam I	landmark	Slowbro	080	Water
Water	Shellder	090	Seafoam I	landmark	Slowbro	080	Psychic
Water	Shellder	090	Seafoam I	landmark	Seel	086	Water
Water	Shellder	090	Seafoam I	landmark	Dewgong	087	Water
Water	Shellder	090	Seafoam I	landmark	Dewgong	087	Ice
Water	Shellder	090	Seafoam I	landmark	Krabby	098	Water
Water	Shellder	090	Seafoam I	landmark	Kingler	099	Water
Water	Shellder	090	Seafoam I	landmark	Horsea	116	Water
Water	Shellder	090	Seafoam I	landmark	Seadra	117	Water
Water	Shellder	090	Seafoam I	landmark	Goldeen	118	Water
Water	Shellder	090	Seafoam I	landmark	Staryu	120	Water
Water	Shellder	090	Seafoam I	landmark	Magikarp	129	Water
Water	Shellder	090	Seafoam I	landmark	Articuno	144	Ice
Water	Shellder	090	Seafoam I	landmark	Articuno	144	Flying
Water	Krabby	098	Route 13	route	Pidgey	016	Normal
Water	Krabby	098	Route 13	route	Pidgey	016	Flying
Water	Krabby	098	Route 13	route	Oddish	043	Grass
Water	Krabby	098	Route 13	route	Oddish	043	Poison
Water	Krabby	098	Route 13	route	Gloom	044	Grass
Water	Krabby	098	Route 13	route	Gloom	044	Poison
Water	Krabby	098	Route 13	route	Venonat	048	Bug
Water	Krabby	098	Route 13	route	Venonat	048	Poison
Water	Krabby	098	Route 13	route	Bellsprout	069	Grass
Water	Krabby	098	Route 13	route	Bellsprout	069	Poison
Water	Krabby	098	Route 13	route	Weepinbell	070	Grass
Water	Krabby	098	Route 13	route	Weepinbell	070	Poison
Water	Krabby	098	Route 13	route	Ditto	132	Normal
Water	Krabby	098	Route 13	route	Magikarp	129	Water
Water	Krabby	098	Route 13	route	Poliwag	060	Water
Water	Krabby	098	Route 13	route	Goldeen	118	Water
Water	Krabby	098	Route 13	route	Tentacool	072	Water
Water	Krabby	098	Route 13	route	Tentacool	072	Poison
Water	Krabby	098	Seafoam I	landmark	Zubat	041	Poison
Water	Krabby	098	Seafoam I	landmark	Zubat	041	Flying
Water	Krabby	098	Seafoam I	landmark	Golbat	042	Poison
Water	Krabby	098	Seafoam I	landmark	Golbat	042	Flying
Water	Krabby	098	Seafoam I	landmark	Psyduck	054	Water
Water	Krabby	098	Seafoam I	landmark	Golduck	055	Water
Water	Krabby	098	Seafoam I	landmark	Poliwag	060	Water
Water	Krabby	098	Seafoam I	landmark	Slowpoke	079	Water
Water	Krabby	098	Seafoam I	landmark	Slowpoke	079	Psychic
Water	Krabby	098	Seafoam I	landmark	Slowbro	080	Water
Water	Krabby	098	Seafoam I	landmark	Slowbro	080	Psychic
Water	Krabby	098	Seafoam I	landmark	Seel	086	Water
Water	Krabby	098	Seafoam I	landmark	Dewgong	087	Water
Water	Krabby	098	Seafoam I	landmark	Dewgong	087	Ice
Water	Krabby	098	Seafoam I	landmark	Shellder	090	Water
Water	Krabby	098	Seafoam I	landmark	Kingler	099	Water
Water	Krabby	098	Seafoam I	landmark	Horsea	116	Water
Water	Krabby	098	Seafoam I	landmark	Seadra	117	Water
Water	Krabby	098	Seafoam I	landmark	Goldeen	118	Water
Water	Krabby	098	Seafoam I	landmark	Staryu	120	Water
Water	Krabby	098	Seafoam I	landmark	Magikarp	129	Water
Water	Krabby	098	Seafoam I	landmark	Articuno	144	Ice
Water	Krabby	098	Seafoam I	landmark	Articuno	144	Flying
Water	Kingler	099	Seafoam I	landmark	Zubat	041	Poison
Water	Kingler	099	Seafoam I	landmark	Zubat	041	Flying
Water	Kingler	099	Seafoam I	landmark	Golbat	042	Poison
Water	Kingler	099	Seafoam I	landmark	Golbat	042	Flying
Water	Kingler	099	Seafoam I	landmark	Psyduck	054	Water
Water	Kingler	099	Seafoam I	landmark	Golduck	055	Water
Water	Kingler	099	Seafoam I	landmark	Poliwag	060	Water
Water	Kingler	099	Seafoam I	landmark	Slowpoke	079	Water
Water	Kingler	099	Seafoam I	landmark	Slowpoke	079	Psychic
Water	Kingler	099	Seafoam I	landmark	Slowbro	080	Water
Water	Kingler	099	Seafoam I	landmark	Slowbro	080	Psychic
Water	Kingler	099	Seafoam I	landmark	Seel	086	Water
Water	Kingler	099	Seafoam I	landmark	Dewgong	087	Water
Water	Kingler	099	Seafoam I	landmark	Dewgong	087	Ice
Water	Kingler	099	Seafoam I	landmark	Shellder	090	Water
Water	Kingler	099	Seafoam I	landmark	Krabby	098	Water
Water	Kingler	099	Seafoam I	landmark	Horsea	116	Water
Water	Kingler	099	Seafoam I	landmark	Seadra	117	Water
Water	Kingler	099	Seafoam I	landmark	Goldeen	118	Water
Water	Kingler	099	Seafoam I	landmark	Staryu	120	Water
Water	Kingler	099	Seafoam I	landmark	Magikarp	129	Water
Water	Kingler	099	Seafoam I	landmark	Articuno	144	Ice
Water	Kingler	099	Seafoam I	landmark	Articuno	144	Flying
Bug	Caterpie	010	Viridian Forest	landmark	Weedle	013	Bug
Bug	Caterpie	010	Viridian Forest	landmark	Weedle	013	Poison
Bug	Caterpie	010	Viridian Forest	landmark	Metapod	011	Bug
Bug	Caterpie	010	Viridian Forest	landmark	Kakuna	014	Bug
Bug	Caterpie	010	Viridian Forest	landmark	Kakuna	014	Poison
Bug	Caterpie	010	Viridian Forest	landmark	Metapod	011	Bug
Bug	Caterpie	010	Viridian Forest	landmark	Weedle	013	Bug
Bug	Caterpie	010	Viridian Forest	landmark	Weedle	013	Poison
Bug	Caterpie	010	Viridian Forest	landmark	Kakuna	014	Bug
Bug	Caterpie	010	Viridian Forest	landmark	Kakuna	014	Poison
Bug	Caterpie	010	Viridian Forest	landmark	Pikachu	025	Electric
Bug	Metapod	011	Viridian Forest	landmark	Caterpie	010	Bug
Bug	Metapod	011	Viridian Forest	landmark	Weedle	013	Bug
Bug	Metapod	011	Viridian Forest	landmark	Weedle	013	Poison
Bug	Metapod	011	Viridian Forest	landmark	Kakuna	014	Bug
Bug	Metapod	011	Viridian Forest	landmark	Kakuna	014	Poison
Bug	Metapod	011	Viridian Forest	landmark	Caterpie	010	Bug
Bug	Metapod	011	Viridian Forest	landmark	Weedle	013	Bug
Bug	Metapod	011	Viridian Forest	landmark	Weedle	013	Poison
Bug	Metapod	011	Viridian Forest	landmark	Kakuna	014	Bug
Bug	Metapod	011	Viridian Forest	landmark	Kakuna	014	Poison
Bug	Metapod	011	Viridian Forest	landmark	Pikachu	025	Electric
Bug	Weedle	013	Viridian Forest	landmark	Caterpie	010	Bug
Bug	Weedle	013	Viridian Forest	landmark	Metapod	011	Bug
Bug	Weedle	013	Viridian Forest	landmark	Kakuna	014	Bug
Bug	Weedle	013	Viridian Forest	landmark	Kakuna	014	Poison
Bug	Weedle	013	Viridian Forest	landmark	Caterpie	010	Bug
Bug	Weedle	013	Viridian Forest	landmark	Metapod	011	Bug
Bug	Weedle	013	Viridian Forest	landmark	Kakuna	014	Bug
Bug	Weedle	013	Viridian Forest	landmark	Kakuna	014	Poison
Bug	Weedle	013	Viridian Forest	landmark	Pikachu	025	Electric
Bug	Kakuna	014	Viridian Forest	landmark	Caterpie	010	Bug
Bug	Kakuna	014	Viridian Forest	landmark	Weedle	013	Bug
Bug	Kakuna	014	Viridian Forest	landmark	Weedle	013	Poison
Bug	Kakuna	014	Viridian Forest	landmark	Metapod	011	Bug
Bug	Kakuna	014	Viridian Forest	landmark	Caterpie	010	Bug
Bug	Kakuna	014	Viridian Forest	landmark	Metapod	011	Bug
Bug	Kakuna	014	Viridian Forest	landmark	Weedle	013	Bug
Bug	Kakuna	014	Viridian Forest	landmark	Weedle	013	Poison
Bug	Kakuna	014	Viridian Forest	landmark	Pikachu	025	Electric
Bug	Parasect	047	Safari Zone	landmark	Nidoran	029	Poison
Bug	Parasect	047	Safari Zone	landmark	Nidorina	030	Poison
Bug	Parasect	047	Safari Zone	landmark	Nidoran	032	Poison
Bug	Parasect	047	Safari Zone	landmark	Nidorino	033	Poison
Bug	Parasect	047	Safari Zone	landmark	Venonat	048	Bug
Bug	Parasect	047	Safari Zone	landmark	Venonat	048	Poison
Bug	Parasect	047	Safari Zone	landmark	Exeggcute	102	Grass
Bug	Parasect	047	Safari Zone	landmark	Exeggcute	102	Psychic
Bug	Parasect	047	Safari Zone	landmark	Rhyhorn	111	Ground
Bug	Parasect	047	Safari Zone	landmark	Rhyhorn	111	Rock
Bug	Parasect	047	Safari Zone	landmark	Chansey	113	Normal
Bug	Parasect	047	Safari Zone	landmark	Scyther	123	Bug
Bug	Parasect	047	Safari Zone	landmark	Scyther	123	Flying
Bug	Parasect	047	Safari Zone	landmark	Pinsir	127	Bug
Bug	Venonat	048	Route 15	route	Pidgey	016	Normal
Bug	Venonat	048	Route 15	route	Pidgey	016	Flying
Bug	Venonat	048	Route 15	route	Pidgeotto	017	Normal
Bug	Venonat	048	Route 15	route	Pidgeotto	017	Flying
Bug	Venonat	048	Route 15	route	Oddish	043	Grass
Bug	Venonat	048	Route 15	route	Oddish	043	Poison
Bug	Venonat	048	Route 15	route	Gloom	044	Grass
Bug	Venonat	048	Route 15	route	Gloom	044	Poison
Bug	Venonat	048	Route 15	route	Bellsprout	069	Grass
Bug	Venonat	048	Route 15	route	Bellsprout	069	Poison
Bug	Venonat	048	Route 15	route	Weepinbell	070	Grass
Bug	Venonat	048	Route 15	route	Weepinbell	070	Poison
Bug	Venonat	048	Route 15	route	Ditto	132	Normal
Bug	Venonat	048	Route 14	route	Pidgey	016	Normal
Bug	Venonat	048	Route 14	route	Pidgey	016	Flying
Bug	Venonat	048	Route 14	route	Pidgeotto	017	Normal
Bug	Venonat	048	Route 14	route	Pidgeotto	017	Flying
Bug	Venonat	048	Route 14	route	Oddish	043	Grass
Bug	Venonat	048	Route 14	route	Oddish	043	Poison
Bug	Venonat	048	Route 14	route	Gloom	044	Grass
Bug	Venonat	048	Route 14	route	Gloom	044	Poison
Bug	Venonat	048	Route 14	route	Bellsprout	069	Grass
Bug	Venonat	048	Route 14	route	Bellsprout	069	Poison
Bug	Venonat	048	Route 14	route	Weepinbell	070	Grass
Bug	Venonat	048	Route 14	route	Weepinbell	070	Poison
Bug	Venonat	048	Route 14	route	Ditto	132	Normal
Bug	Venonat	048	Route 14	route	Magikarp	129	Water
Bug	Venonat	048	Route 14	route	Poliwag	060	Water
Bug	Venonat	048	Route 14	route	Goldeen	118	Water
Bug	Venonat	048	Route 13	route	Pidgey	016	Normal
Bug	Venonat	048	Route 13	route	Pidgey	016	Flying
Bug	Venonat	048	Route 13	route	Oddish	043	Grass
Bug	Venonat	048	Route 13	route	Oddish	043	Poison
Bug	Venonat	048	Route 13	route	Gloom	044	Grass
Bug	Venonat	048	Route 13	route	Gloom	044	Poison
Bug	Venonat	048	Route 13	route	Bellsprout	069	Grass
Bug	Venonat	048	Route 13	route	Bellsprout	069	Poison
Bug	Venonat	048	Route 13	route	Weepinbell	070	Grass
Bug	Venonat	048	Route 13	route	Weepinbell	070	Poison
Bug	Venonat	048	Route 13	route	Ditto	132	Normal
Bug	Venonat	048	Route 13	route	Magikarp	129	Water
Bug	Venonat	048	Route 13	route	Poliwag	060	Water
Bug	Venonat	048	Route 13	route	Goldeen	118	Water
Bug	Venonat	048	Route 13	route	Tentacool	072	Water
Bug	Venonat	048	Route 13	route	Tentacool	072	Poison
Bug	Venonat	048	Route 13	route	Krabby	098	Water
Bug	Venonat	048	Safari Zone	landmark	Nidoran	029	Poison
Bug	Venonat	048	Safari Zone	landmark	Nidorina	030	Poison
Bug	Venonat	048	Safari Zone	landmark	Nidoran	032	Poison
Bug	Venonat	048	Safari Zone	landmark	Nidorino	033	Poison
Bug	Venonat	048	Safari Zone	landmark	Parasect	047	Bug
Bug	Venonat	048	Safari Zone	landmark	Parasect	047	Grass
Bug	Venonat	048	Safari Zone	landmark	Exeggcute	102	Grass
Bug	Venonat	048	Safari Zone	landmark	Exeggcute	102	Psychic
Bug	Venonat	048	Safari Zone	landmark	Rhyhorn	111	Ground
Bug	Venonat	048	Safari Zone	landmark	Rhyhorn	111	Rock
Bug	Venonat	048	Safari Zone	landmark	Chansey	113	Normal
Bug	Venonat	048	Safari Zone	landmark	Scyther	123	Bug
Bug	Venonat	048	Safari Zone	landmark	Scyther	123	Flying
Bug	Venonat	048	Safari Zone	landmark	Pinsir	127	Bug
Bug	Venomoth	049	Victory Road	landmark	Zubat	041	Poison
Bug	Venomoth	049	Victory Road	landmark	Zubat	041	Flying
Bug	Venomoth	049	Victory Road	landmark	Golbat	042	Poison
Bug	Venomoth	049	Victory Road	landmark	Golbat	042	Flying
Bug	Venomoth	049	Victory Road	landmark	Machop	066	Fighting
Bug	Venomoth	049	Victory Road	landmark	Machoke	067	Fighting
Bug	Venomoth	049	Victory Road	landmark	Geodude	074	Rock
Bug	Venomoth	049	Victory Road	landmark	Geodude	074	Ground
Bug	Venomoth	049	Victory Road	landmark	Graveler	075	Rock
Bug	Venomoth	049	Victory Road	landmark	Graveler	075	Ground
Bug	Venomoth	049	Victory Road	landmark	Onix	095	Rock
Bug	Venomoth	049	Victory Road	landmark	Onix	095	Ground
Bug	Venomoth	049	Victory Road	landmark	Marowak	105	Ground
Bug	Venomoth	049	Victory Road	landmark	Moltres	146	Fire,
Bug	Venomoth	049	Victory Road	landmark	Moltres	146	Flying
Bug	Scyther	123	Safari Zone	landmark	Nidoran	029	Poison
Bug	Scyther	123	Safari Zone	landmark	Nidorina	030	Poison
Bug	Scyther	123	Safari Zone	landmark	Nidoran	032	Poison
Bug	Scyther	123	Safari Zone	landmark	Nidorino	033	Poison
Bug	Scyther	123	Safari Zone	landmark	Parasect	047	Bug
Bug	Scyther	123	Safari Zone	landmark	Parasect	047	Grass
Bug	Scyther	123	Safari Zone	landmark	Venonat	048	Bug
Bug	Scyther	123	Safari Zone	landmark	Venonat	048	Poison
Bug	Scyther	123	Safari Zone	landmark	Exeggcute	102	Grass
Bug	Scyther	123	Safari Zone	landmark	Exeggcute	102	Psychic
Bug	Scyther	123	Safari Zone	landmark	Rhyhorn	111	Ground
Bug	Scyther	123	Safari Zone	landmark	Rhyhorn	111	Rock
Bug	Scyther	123	Safari Zone	landmark	Chansey	113	Normal
Bug	Scyther	123	Safari Zone	landmark	Pinsir	127	Bug
Bug	Scyther	123	Celadon Game Corner	landmark	Abra	063	Psychic
Bug	Scyther	123	Celadon Game Corner	landmark	Nidorina	030	Poison
Bug	Scyther	123	Celadon Game Corner	landmark	Nidorino	033	Poison
Bug	Scyther	123	Celadon Game Corner	landmark	Clefairy	035	Fairy
Bug	Scyther	123	Celadon Game Corner	landmark	Dratini	147	Dragon
Bug	Scyther	123	Celadon Game Corner	landmark	Porygon	137	Normal
Bug	Scyther	123	Celadon Game Corner	landmark	Pinsir	127	Bug
Bug	Scyther	123	Celadon Game Corner	landmark	Pikachu	025	Electric
Bug	Scyther	123	Celadon Game Corner	landmark	Horsea	116	Water
Bug	Scyther	123	Celadon Game Corner	landmark	Clefable	036	Fairy
Bug	Scyther	123	Celadon Game Corner	landmark	Dragonair	148	Dragon
Bug	Pinsir	127	Safari Zone	landmark	Nidoran	029	Poison
Bug	Pinsir	127	Safari Zone	landmark	Nidorina	030	Poison
Bug	Pinsir	127	Safari Zone	landmark	Nidoran	032	Poison
Bug	Pinsir	127	Safari Zone	landmark	Nidorino	033	Poison
Bug	Pinsir	127	Safari Zone	landmark	Parasect	047	Bug
Bug	Pinsir	127	Safari Zone	landmark	Parasect	047	Grass
Bug	Pinsir	127	Safari Zone	landmark	Venonat	048	Bug
Bug	Pinsir	127	Safari Zone	landmark	Venonat	048	Poison
Bug	Pinsir	127	Safari Zone	landmark	Exeggcute	102	Grass
Bug	Pinsir	127	Safari Zone	landmark	Exeggcute	102	Psychic
Bug	Pinsir	127	Safari Zone	landmark	Rhyhorn	111	Ground
Bug	Pinsir	127	Safari Zone	landmark	Rhyhorn	111	Rock
Bug	Pinsir	127	Safari Zone	landmark	Chansey	113	Normal
Bug	Pinsir	127	Safari Zone	landmark	Scyther	123	Bug
Bug	Pinsir	127	Safari Zone	landmark	Scyther	123	Flying
Bug	Pinsir	127	Celadon Game Corner	landmark	Abra	063	Psychic
Bug	Pinsir	127	Celadon Game Corner	landmark	Nidorina	030	Poison
Bug	Pinsir	127	Celadon Game Corner	landmark	Nidorino	033	Poison
Bug	Pinsir	127	Celadon Game Corner	landmark	Clefairy	035	Fairy
Bug	Pinsir	127	Celadon Game Corner	landmark	Dratini	147	Dragon
Bug	Pinsir	127	Celadon Game Corner	landmark	Porygon	137	Normal
Bug	Pinsir	127	Celadon Game Corner	landmark	Scyther	123	Bug
Bug	Pinsir	127	Celadon Game Corner	landmark	Scyther	123	Flying
Bug	Pinsir	127	Celadon Game Corner	landmark	Pikachu	025	Electric
Bug	Pinsir	127	Celadon Game Corner	landmark	Horsea	116	Water
Bug	Pinsir	127	Celadon Game Corner	landmark	Clefable	036	Fairy
Bug	Pinsir	127	Celadon Game Corner	landmark	Dragonair	148	Dragon
Normal	Pidgey	016	Route 15	route	Pidgeotto	017	Normal
Normal	Pidgey	016	Route 15	route	Pidgeotto	017	Flying
Normal	Pidgey	016	Route 15	route	Oddish	043	Grass
Normal	Pidgey	016	Route 15	route	Oddish	043	Poison
Normal	Pidgey	016	Route 15	route	Gloom	044	Grass
Normal	Pidgey	016	Route 15	route	Gloom	044	Poison
Normal	Pidgey	016	Route 15	route	Venonat	048	Bug
Normal	Pidgey	016	Route 15	route	Venonat	048	Poison
Normal	Pidgey	016	Route 15	route	Bellsprout	069	Grass
Normal	Pidgey	016	Route 15	route	Bellsprout	069	Poison
Normal	Pidgey	016	Route 15	route	Weepinbell	070	Grass
Normal	Pidgey	016	Route 15	route	Weepinbell	070	Poison
Normal	Pidgey	016	Route 15	route	Ditto	132	Normal
Normal	Pidgey	016	Route 14	route	Pidgeotto	017	Normal
Normal	Pidgey	016	Route 14	route	Pidgeotto	017	Flying
Normal	Pidgey	016	Route 14	route	Oddish	043	Grass
Normal	Pidgey	016	Route 14	route	Oddish	043	Poison
Normal	Pidgey	016	Route 14	route	Gloom	044	Grass
Normal	Pidgey	016	Route 14	route	Gloom	044	Poison
Normal	Pidgey	016	Route 14	route	Venonat	048	Bug
Normal	Pidgey	016	Route 14	route	Venonat	048	Poison
Normal	Pidgey	016	Route 14	route	Bellsprout	069	Grass
Normal	Pidgey	016	Route 14	route	Bellsprout	069	Poison
Normal	Pidgey	016	Route 14	route	Weepinbell	070	Grass
Normal	Pidgey	016	Route 14	route	Weepinbell	070	Poison
Normal	Pidgey	016	Route 14	route	Ditto	132	Normal
Normal	Pidgey	016	Route 14	route	Magikarp	129	Water
Normal	Pidgey	016	Route 14	route	Poliwag	060	Water
Normal	Pidgey	016	Route 14	route	Goldeen	118	Water
Normal	Pidgey	016	Route 13	route	Oddish	043	Grass
Normal	Pidgey	016	Route 13	route	Oddish	043	Poison
Normal	Pidgey	016	Route 13	route	Gloom	044	Grass
Normal	Pidgey	016	Route 13	route	Gloom	044	Poison
Normal	Pidgey	016	Route 13	route	Venonat	048	Bug
Normal	Pidgey	016	Route 13	route	Venonat	048	Poison
Normal	Pidgey	016	Route 13	route	Bellsprout	069	Grass
Normal	Pidgey	016	Route 13	route	Bellsprout	069	Poison
Normal	Pidgey	016	Route 13	route	Weepinbell	070	Grass
Normal	Pidgey	016	Route 13	route	Weepinbell	070	Poison
Normal	Pidgey	016	Route 13	route	Ditto	132	Normal
Normal	Pidgey	016	Route 13	route	Magikarp	129	Water
Normal	Pidgey	016	Route 13	route	Poliwag	060	Water
Normal	Pidgey	016	Route 13	route	Goldeen	118	Water
Normal	Pidgey	016	Route 13	route	Tentacool	072	Water
Normal	Pidgey	016	Route 13	route	Tentacool	072	Poison
Normal	Pidgey	016	Route 13	route	Krabby	098	Water
Normal	Pidgey	016	route 1	route	Rattata	019	Normal
Normal	Pidgeotto	017	Route 15	route	Pidgey	016	Normal
Normal	Pidgeotto	017	Route 15	route	Pidgey	016	Flying
Normal	Pidgeotto	017	Route 15	route	Oddish	043	Grass
Normal	Pidgeotto	017	Route 15	route	Oddish	043	Poison
Normal	Pidgeotto	017	Route 15	route	Gloom	044	Grass
Normal	Pidgeotto	017	Route 15	route	Gloom	044	Poison
Normal	Pidgeotto	017	Route 15	route	Venonat	048	Bug
Normal	Pidgeotto	017	Route 15	route	Venonat	048	Poison
Normal	Pidgeotto	017	Route 15	route	Bellsprout	069	Grass
Normal	Pidgeotto	017	Route 15	route	Bellsprout	069	Poison
Normal	Pidgeotto	017	Route 15	route	Weepinbell	070	Grass
Normal	Pidgeotto	017	Route 15	route	Weepinbell	070	Poison
Normal	Pidgeotto	017	Route 15	route	Ditto	132	Normal
Normal	Pidgeotto	017	Route 14	route	Pidgey	016	Normal
Normal	Pidgeotto	017	Route 14	route	Pidgey	016	Flying
Normal	Pidgeotto	017	Route 14	route	Oddish	043	Grass
Normal	Pidgeotto	017	Route 14	route	Oddish	043	Poison
Normal	Pidgeotto	017	Route 14	route	Gloom	044	Grass
Normal	Pidgeotto	017	Route 14	route	Gloom	044	Poison
Normal	Pidgeotto	017	Route 14	route	Venonat	048	Bug
Normal	Pidgeotto	017	Route 14	route	Venonat	048	Poison
Normal	Pidgeotto	017	Route 14	route	Bellsprout	069	Grass
Normal	Pidgeotto	017	Route 14	route	Bellsprout	069	Poison
Normal	Pidgeotto	017	Route 14	route	Weepinbell	070	Grass
Normal	Pidgeotto	017	Route 14	route	Weepinbell	070	Poison
Normal	Pidgeotto	017	Route 14	route	Ditto	132	Normal
Normal	Pidgeotto	017	Route 14	route	Magikarp	129	Water
Normal	Pidgeotto	017	Route 14	route	Poliwag	060	Water
Normal	Pidgeotto	017	Route 14	route	Goldeen	118	Water
Normal	Rattata	019	route 1	route	Pidgey	016	Normal
Normal	Rattata	019	route 1	route	Pidgey	016	Flying
Normal	Chansey	113	Safari Zone	landmark	Nidoran	029	Poison
Normal	Chansey	113	Safari Zone	landmark	Nidorina	030	Poison
Normal	Chansey	113	Safari Zone	landmark	Nidoran	032	Poison
Normal	Chansey	113	Safari Zone	landmark	Nidorino	033	Poison
Normal	Chansey	113	Safari Zone	landmark	Parasect	047	Bug
Normal	Chansey	113	Safari Zone	landmark	Parasect	047	Grass
Normal	Chansey	113	Safari Zone	landmark	Venonat	048	Bug
Normal	Chansey	113	Safari Zone	landmark	Venonat	048	Poison
Normal	Chansey	113	Safari Zone	landmark	Exeggcute	102	Grass
Normal	Chansey	113	Safari Zone	landmark	Exeggcute	102	Psychic
Normal	Chansey	113	Safari Zone	landmark	Rhyhorn	111	Ground
Normal	Chansey	113	Safari Zone	landmark	Rhyhorn	111	Rock
Normal	Chansey	113	Safari Zone	landmark	Scyther	123	Bug
Normal	Chansey	113	Safari Zone	landmark	Scyther	123	Flying
Normal	Chansey	113	Safari Zone	landmark	Pinsir	127	Bug
Normal	Chansey	113	Fuchsia City	city/town	Lapras	131	Water
Normal	Chansey	113	Fuchsia City	city/town	Lapras	131	Ice
Normal	Chansey	113	Fuchsia City	city/town	Voltorb	100	Electric
